track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Still D.R.E.,"Dr. Dre, Snoop Dogg",2.0,1999.0,1.0,1.0,33966.0,0.0,1210599487,141.0,78.0,"6,591",wrong_type,0,93.0,B,Major,81.0,,78.0,18.0,0.0,wrong_type,24.0
Stay Alive (Prod. SUGA of BTS),Jung Kook,wrong_type,2022.0,wrong_type,11.0,590.0,5.0,246376690,4.0,113.0,20,0.0,1,130.0,D,Minor,51.0,50.0,76.0,30.0,0.0,10.0,7.0
Boyfriend,Dove Cameron,1.0,2022.0,2.0,11.0,3766.0,0.0,496311364,76.0,wrong_type,102,0.0,2,180.0,G,Minor,35.0,23.0,61.0,23.0,0.0,,6.0
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2.0,wrong_type,2.0,11.0,1430.0,0.0,146789379,46.0,1.0,34,0.0,0,134.0,,Major,,31.0,31.0,92.0,0.0,28.0,3.0
The Next Episode,"Dr. Dre, Snoop Dogg",2.0,1999.0,1.0,1.0,31762.0,0.0,843309044,,wrong_type,"5,451",1.0,953,95.0,D#,Minor,,31.0,89.0,3.0,0.0,8.0,25.0
Light Switch,Charlie Puth,1.0,2022.0,1.0,19.0,4049.0,0.0,500340342,119.0,6.0,85,1.0,1,184.0,F#,Major,69.0,91.0,63.0,11.0,0.0,9.0,31.0
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3.0,2022.0,2.0,11.0,2096.0,0.0,107255472,,3.0,30,0.0,0,147.0,G#,Minor,47.0,50.0,80.0,10.0,0.0,32.0,38.0
Brividi,"Mahmood, Blanco",2.0,2022.0,2.0,2.0,1175.0,0.0,135079152,34.0,1.0,31,0.0,0,123.0,G,Major,52.0,44.0,60.0,wrong_type,0.0,26.0,3.0
Lost,Frank Ocean,1.0,2012.0,1.0,1.0,29499.0,11.0,822239726,wrong_type,27.0,587,0.0,4,wrong_type,A#,Minor,91.0,49.0,61.0,3.0,0.0,17.0,wrong_type
In Da Club,50 Cent,1.0,2002.0,1.0,1.0,30427.0,7.0,1202722675,235.0,106.0,"5,221",1.0,35,90.0,F#,Minor,90.0,79.0,71.0,26.0,0.0,7.0,37.0
she's all i wanna be,Tate McRae,1.0,2022.0,2.0,4.0,2711.0,0.0,343197054,,12.0,51,0.0,12,160.0,D,Minor,61.0,65.0,64.0,1.0,,12.0,4.0
Ginseng Strip 2002,Yung Lean,1.0,2013.0,8.0,16.0,4310.0,0.0,240769997,13.0,0.0,113,1.0,3,115.0,C#,Major,60.0,37.0,71.0,8.0,0.0,48.0,4.0
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2.0,2019.0,8.0,4.0,,0.0,426204830,33.0,123.0,7,0.0,4,,D#,Major,37.0,17.0,67.0,2.0,0.0,wrong_type,9.0
Notion,The Rare Occasions,1.0,2016.0,8.0,5.0,2393.0,wrong_type,421135627,22.0,13.0,65,0.0,6,160.0,A,Major,31.0,30.0,88.0,7.0,0.0,8.0,8.0
Formula,Labrinth,1.0,2019.0,10.0,4.0,3444.0,7.0,554875730,24.0,wrong_type,102,0.0,1,145.0,B,Major,57.0,23.0,66.0,4.0,6.0,15.0,4.0
Mount Everest,Labrinth,1.0,2019.0,6.0,21.0,5443.0,0.0,467727006,45.0,1.0,80,0.0,12,89.0,,Minor,46.0,43.0,,23.0,8.0,8.0,
Excuses,"Intense, AP Dhillon, Gurinder Gill",3.0,2020.0,7.0,24.0,272.0,4.0,327498031,7.0,21.0,2,0.0,0,95.0,F,Minor,84.0,49.0,72.0,8.0,0.0,15.0,
Cigarettes,Juice WRLD,1.0,2021.0,12.0,10.0,975.0,0.0,185408548,11.0,0.0,10,0.0,0,160.0,D,Major,60.0,47.0,62.0,3.0,0.0,38.0,4.0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7.0,2022.0,1.0,14.0,1034.0,1.0,245400167,19.0,5.0,12,0.0,0,174.0,F,Minor,wrong_type,74.0,75.0,44.0,0.0,7.0,wrong_type
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3.0,1995.0,12.0,28.0,wrong_type,0.0,579395142,,17.0,"1,663",0.0,0,92.0,G,Major,77.0,76.0,84.0,3.0,0.0,38.0,wrong_type
Forgot About Dre,"Eminem, Dr. Dre",2.0,1999.0,wrong_type,1.0,19067.0,0.0,675039469,78.0,15.0,"1,674",0.0,3,134.0,G#,Major,93.0,61.0,74.0,9.0,0.0,wrong_type,8.0
Down Under (feat. Colin Hay),"Luude, Colin Hay",2.0,2021.0,11.0,19.0,3541.0,2.0,252871192,57.0,wrong_type,50,1.0,7,172.0,B,Minor,31.0,4.0,86.0,1.0,wrong_type,28.0,17.0
Mujeriego,Ryan Castro,1.0,wrong_type,12.0,,1492.0,0.0,231996128,44.0,63.0,91,0.0,24,80.0,A,Major,76.0,92.0,62.0,,0.0,8.0,wrong_type
HUMBLE.,Kendrick Lamar,1.0,2017.0,3.0,30.0,33206.0,1.0,1929770265,284.0,114.0,"1,481",0.0,5,150.0,C#,Minor,,42.0,60.0,0.0,0.0,9.0,12.0
Stan,"Eminem, Dido",wrong_type,1999.0,11.0,21.0,17115.0,0.0,918915401,83.0,63.0,"4,180",,0,80.0,F#,Minor,78.0,53.0,74.0,4.0,0.0,45.0,21.0
Contection,"GODZZ__-, Zakaria",2.0,2020.0,1.0,16.0,6955.0,0.0,1180896317,65.0,45.0,398,0.0,1,166.0,A#,Minor,,83.0,75.0,14.0,0.0,29.0,34.0
Swim,Chase Atlantic,1.0,2017.0,10.0,4.0,2742.0,0.0,498960285,5.0,1.0,62,0.0,0,120.0,G#,Major,67.0,8.0,54.0,27.0,0.0,8.0,wrong_type
A Tu Merced,Bad Bunny,1.0,2020.0,2.0,29.0,4214.0,11.0,685071800,wrong_type,20.0,40,0.0,0,wrong_type,,Major,,89.0,,17.0,0.0,11.0,6.0
Numb Little Bug,Em Beihold,1.0,2022.0,1.0,28.0,2026.0,0.0,258714692,47.0,,42,12.0,6,85.0,G#,Minor,74.0,61.0,52.0,30.0,0.0,26.0,9.0
212,"Mainstreet, Chefin",2.0,2022.0,1.0,15.0,352.0,0.0,143139338,,0.0,39,0.0,0,154.0,D,Minor,79.0,86.0,52.0,66.0,0.0,9.0,7.0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2.0,2021.0,10.0,22.0,1517.0,0.0,209768491,42.0,7.0,15,0.0,4,92.0,D,Minor,73.0,37.0,wrong_type,28.0,0.0,14.0,6.0
Bussin,"Nicki Minaj, Lil Baby",2.0,2022.0,2.0,11.0,847.0,0.0,64714573,25.0,0.0,14,0.0,0,140.0,B,Major,89.0,75.0,70.0,6.0,0.0,13.0,5.0
Worst Day,Future,1.0,2022.0,wrong_type,11.0,910.0,0.0,50746620,20.0,3.0,24,0.0,0,89.0,C#,Major,65.0,,60.0,11.0,0.0,10.0,40.0
Malvada,Zï¿½ï¿½ Fe,1.0,2022.0,1.0,28.0,601.0,0.0,154119539,28.0,73.0,64,0.0,0,135.0,F,Minor,89.0,89.0,86.0,16.0,0.0,8.0,5.0
Hrs and Hrs,Muni Long,1.0,2021.0,,wrong_type,1800.0,0.0,181328253,43.0,36.0,46,13.0,4,,G#,Minor,,66.0,53.0,60.0,0.0,11.0,18.0
Alien Blues,Vundabar,1.0,2015.0,7.0,24.0,1930.0,0.0,370068639,3.0,0.0,28,0.0,1,82.0,D#,Major,,44.0,76.0,8.0,91.0,9.0,wrong_type
Thinking Out Loud,Ed Sheeran,1.0,2014.0,1.0,1.0,33032.0,0.0,2280566092,363.0,129.0,"3,895",0.0,28,79.0,D,Major,78.0,58.0,45.0,wrong_type,,18.0,3.0
Still Don't Know My Name,Labrinth,1.0,2019.0,10.0,4.0,6332.0,0.0,563902868,wrong_type,116.0,266,0.0,0,88.0,F,Major,wrong_type,31.0,63.0,47.0,27.0,21.0,12.0
Christmas Tree,V,1.0,2021.0,12.0,24.0,509.0,9.0,317622165,8.0,106.0,6,0.0,8,139.0,F,Major,44.0,18.0,38.0,70.0,0.0,12.0,4.0
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2.0,2022.0,1.0,14.0,971.0,2.0,291709698,35.0,104.0,93,1.0,0,wrong_type,,Minor,73.0,wrong_type,83.0,,0.0,,7.0
When I R.I.P.,Labrinth,1.0,2019.0,10.0,4.0,2578.0,0.0,203680270,8.0,,66,0.0,0,80.0,G#,Minor,39.0,wrong_type,55.0,73.0,0.0,9.0,21.0
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2.0,2022.0,2.0,4.0,1064.0,0.0,81350745,42.0,1.0,26,0.0,0,120.0,C#,Minor,84.0,54.0,51.0,47.0,0.0,12.0,40.0
Forever,Labrinth,1.0,2019.0,10.0,4.0,3618.0,0.0,282883169,21.0,86.0,138,0.0,2,80.0,E,Minor,56.0,19.0,46.0,92.0,72.0,11.0,
Gospel (with Eminem),"Eminem, Dr. Dre",2.0,2022.0,2.0,4.0,,0.0,64787943,8.0,0.0,29,0.0,0,117.0,C#,Major,92.0,62.0,86.0,11.0,0.0,24.0,24.0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2.0,2019.0,6.0,19.0,15010.0,2.0,2484812918,453.0,50.0,"1,785",1.0,8,117.0,A,Minor,wrong_type,77.0,52.0,4.0,0.0,8.0,3.0
NEW MAGIC WAND,"Tyler, The Creator",2.0,2019.0,5.0,16.0,4708.0,0.0,461437791,13.0,7.0,55,0.0,1,140.0,F,Minor,62.0,46.0,73.0,10.0,0.0,67.0,wrong_type
Adore You,Harry Styles,1.0,2019.0,12.0,6.0,13454.0,1.0,1439191367,246.0,71.0,519,2.0,5,99.0,G#,Major,68.0,57.0,77.0,2.0,0.0,10.0,5.0
La Santa,"Daddy Yankee, Bad Bunny",2.0,wrong_type,2.0,29.0,4890.0,20.0,759208783,52.0,42.0,100,0.0,0,93.0,C#,Major,wrong_type,59.0,87.0,3.0,wrong_type,8.0,5.0
Something In The Way - Remastered 2021,Nirvana,1.0,1991.0,9.0,24.0,9514.0,0.0,368646862,,,"1,197",0.0,43,106.0,G#,Major,44.0,8.0,20.0,74.0,42.0,11.0,3.0
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2.0,2022.0,,11.0,3501.0,0.0,299634472,69.0,2.0,51,11.0,0,124.0,G,Major,81.0,68.0,63.0,,0.0,10.0,22.0
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2.0,2022.0,3.0,4.0,6111.0,4.0,756907987,185.0,40.0,492,9.0,35,95.0,G#,Major,76.0,96.0,70.0,18.0,0.0,33.0,4.0
Una Noche en Medellï¿½,Cris Mj,1.0,2022.0,1.0,21.0,5415.0,32.0,682475162,wrong_type,,53,1.0,2,96.0,A#,Minor,87.0,82.0,53.0,,0.0,,8.0
Envolver,Anitta,1.0,2021.0,11.0,11.0,4673.0,2.0,546191065,123.0,113.0,180,1.0,4,wrong_type,E,Minor,81.0,40.0,73.0,15.0,0.0,9.0,8.0
Starlight,Dave,1.0,,3.0,3.0,1856.0,3.0,229473310,29.0,40.0,31,1.0,1,124.0,G,Major,95.0,36.0,37.0,wrong_type,0.0,10.0,28.0
Hati-Hati di Jalan,Tulus,1.0,wrong_type,3.0,3.0,,2.0,202677468,12.0,4.0,0,0.0,0,,F#,Major,64.0,76.0,44.0,wrong_type,9.0,12.0,4.0
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,wrong_type,,,4.0,1888.0,0.0,121913181,26.0,1.0,58,0.0,0,71.0,,Minor,28.0,26.0,20.0,19.0,0.0,30.0,3.0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",,2022.0,2.0,1.0,911.0,2.0,208166039,45.0,0.0,99,1.0,1,135.0,A,Minor,78.0,55.0,57.0,4.0,0.0,10.0,8.0
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.0,2004.0,5.0,,2954.0,wrong_type,527033089,18.0,82.0,0,0.0,5,95.0,A#,Major,81.0,56.0,70.0,4.0,0.0,5.0,24.0
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2.0,2022.0,3.0,3.0,461.0,0.0,94616487,7.0,11.0,13,0.0,0,71.0,C#,Minor,59.0,70.0,,56.0,0.0,11.0,40.0
Jordan,Ryan Castro,1.0,2021.0,4.0,30.0,2844.0,2.0,394030335,29.0,2.0,35,1.0,0,180.0,A#,Minor,80.0,71.0,68.0,6.0,0.0,10.0,37.0
Nail Tech,Jack Harlow,1.0,2022.0,2.0,18.0,2939.0,0.0,193443895,42.0,0.0,24,0.0,0,150.0,E,Minor,65.0,11.0,58.0,0.0,0.0,12.0,9.0
Chale,Eden Muï¿½ï,1.0,2022.0,2.0,18.0,695.0,wrong_type,299648208,16.0,41.0,13,1.0,1,189.0,G#,Major,55.0,86.0,44.0,40.0,0.0,7.0,4.0
DARARI,Treasure,1.0,2022.0,2.0,15.0,328.0,,182978249,10.0,21.0,7,,9,85.0,,Major,72.0,55.0,64.0,49.0,wrong_type,7.0,4.0
Ya No Somos Ni Seremos,Christian Nodal,1.0,2022.0,2.0,18.0,866.0,16.0,319757142,27.0,84.0,32,7.0,11,140.0,G,Major,59.0,73.0,,44.0,0.0,34.0,3.0
Thinking with My Dick,"Kevin Gates, Juicy J",2.0,2013.0,7.0,16.0,1550.0,0.0,109091573,0.0,0.0,14,0.0,0,wrong_type,,Major,77.0,68.0,,6.0,0.0,17.0,20.0
Freaky Deaky,"Tyga, Doja Cat",2.0,2022.0,2.0,25.0,1729.0,0.0,153240879,26.0,1.0,19,0.0,0,104.0,D,Minor,wrong_type,24.0,65.0,2.0,0.0,9.0,4.0
this is what falling in love feels like,JVKE,1.0,2021.0,9.0,3.0,2005.0,0.0,346127840,16.0,5.0,43,0.0,7,129.0,B,Major,42.0,33.0,44.0,62.0,0.0,,6.0
La Zona,Bad Bunny,,2020.0,2.0,29.0,1188.0,0.0,312622938,13.0,1.0,15,0.0,1,94.0,C#,Minor,wrong_type,81.0,80.0,wrong_type,,25.0,4.0
Bohemian Rhapsody - Remastered 2011,Queen,1.0,1975.0,10.0,wrong_type,40112.0,3.0,2197010679,321.0,162.0,"5,691",8.0,17,71.0,,Minor,41.0,23.0,40.0,27.0,0.0,wrong_type,5.0
Hope,XXXTENTACION,1.0,2018.0,3.0,16.0,3659.0,0.0,1200808494,11.0,10.0,267,0.0,7,146.0,A,Minor,59.0,23.0,46.0,66.0,0.0,15.0,6.0
Levitating,Dua Lipa,1.0,2020.0,3.0,27.0,9833.0,0.0,797196073,233.0,82.0,531,1.0,1,103.0,F#,Minor,69.0,90.0,88.0,5.0,0.0,29.0,
Wake Me Up - Radio Edit,Avicii,1.0,2013.0,1.0,wrong_type,50887.0,34.0,1970673297,315.0,160.0,"6,284",1.0,46,124.0,D,Major,53.0,66.0,78.0,0.0,0.0,16.0,5.0
"jealousy, jealousy",Olivia Rodrigo,1.0,2021.0,5.0,wrong_type,3257.0,,665765558,10.0,0.0,70,,0,164.0,A#,Minor,70.0,wrong_type,58.0,24.0,,7.0,13.0
Monï¿½ï¿½y so,YEAT,1.0,2021.0,9.0,10.0,1473.0,0.0,263779030,2.0,0.0,12,0.0,10,138.0,D,Major,69.0,35.0,57.0,12.0,0.0,10.0,9.0
Demasiadas Mujeres,C. Tangana,1.0,2020.0,10.0,wrong_type,2226.0,0.0,339473453,36.0,2.0,11,0.0,14,126.0,A,Minor,67.0,37.0,46.0,13.0,0.0,10.0,39.0
Something Just Like This,"The Chainsmokers, Coldplay",2.0,2017.0,2.0,,23375.0,21.0,2204080728,336.0,wrong_type,"2,692",3.0,30,103.0,B,Minor,61.0,47.0,65.0,3.0,0.0,wrong_type,4.0
Closer,"The Chainsmokers, Halsey",2.0,2016.0,5.0,31.0,28032.0,0.0,2591224264,315.0,159.0,"2,179",0.0,44,95.0,G#,Major,75.0,64.0,52.0,41.0,0.0,11.0,3.0
O.O,NMIXX,wrong_type,2022.0,,22.0,290.0,0.0,135444283,,66.0,10,0.0,0,200.0,B,Minor,39.0,28.0,77.0,4.0,0.0,6.0,29.0
Somebody That I Used To Know,"Gotye, Kimbra",2.0,2011.0,wrong_type,1.0,42798.0,0.0,1457139296,217.0,136.0,"6,508",,,129.0,,Major,86.0,75.0,52.0,54.0,0.0,10.0,4.0
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2.0,2019.0,6.0,28.0,2605.0,0.0,236872197,15.0,48.0,50,,3,98.0,F#,Minor,68.0,wrong_type,43.0,38.0,0.0,36.0,14.0
First Class,Jack Harlow,1.0,2022.0,4.0,8.0,,,694525298,163.0,32.0,137,15.0,12,107.0,G#,Major,91.0,32.0,56.0,3.0,,11.0,10.0
Plan A,Paulo Londra,1.0,2022.0,3.0,23.0,1105.0,0.0,240661097,wrong_type,wrong_type,19,0.0,0,174.0,,Major,58.0,56.0,83.0,5.0,,7.0,4.0
Fuera del mercado,Danny Ocean,1.0,2022.0,2.0,17.0,2499.0,21.0,421365166,68.0,24.0,43,1.0,0,92.0,G#,Major,45.0,27.0,,32.0,0.0,wrong_type,14.0
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2.0,wrong_type,3.0,25.0,wrong_type,1.0,349746291,55.0,3.0,32,0.0,0,wrong_type,G,Major,81.0,59.0,wrong_type,9.0,0.0,11.0,5.0
When You're Gone,Shawn Mendes,1.0,2022.0,3.0,31.0,2092.0,0.0,255120451,75.0,11.0,44,,14,147.0,F,Major,60.0,58.0,69.0,2.0,0.0,58.0,4.0
In My Head,Lil Tjay,1.0,2022.0,4.0,1.0,1185.0,0.0,190981339,21.0,0.0,31,0.0,0,143.0,C#,Major,68.0,41.0,55.0,16.0,0.0,10.0,12.0
Wait a Minute!,Willow,1.0,2015.0,1.0,11.0,,0.0,924193303,79.0,80.0,250,3.0,10,101.0,D#,Minor,76.0,63.0,71.0,3.0,0.0,10.0,3.0
LOVE DIVE,IVE,1.0,2022.0,,,753.0,8.0,305771063,28.0,124.0,13,0.0,1,118.0,C#,Minor,70.0,54.0,71.0,0.0,0.0,wrong_type,4.0
Pantysito,"Feid, Alejo, Robi",3.0,2022.0,3.0,18.0,2995.0,0.0,273005485,49.0,17.0,30,0.0,0,98.0,G,Minor,83.0,63.0,,14.0,0.0,16.0,6.0
Chance,Paulo Londra,1.0,2022.0,4.0,wrong_type,225.0,0.0,89566512,11.0,0.0,7,0.0,0,138.0,C#,Minor,72.0,22.0,46.0,24.0,0.0,9.0,6.0
Cool for the Summer,Demi Lovato,1.0,2015.0,1.0,1.0,wrong_type,0.0,677389855,155.0,,577,0.0,6,114.0,F,Minor,59.0,30.0,62.0,1.0,wrong_type,8.0,4.0
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2.0,2022.0,4.0,7.0,918.0,0.0,75476209,24.0,0.0,52,0.0,0,180.0,G,Minor,63.0,45.0,64.0,34.0,,9.0,
Angel Baby,Troye Sivan,1.0,2021.0,9.0,9.0,1959.0,9.0,408843328,52.0,25.0,32,0.0,10,145.0,B,Major,56.0,,57.0,1.0,0.0,13.0,3.0
Vampiro,"Matuï¿½ï¿½, Wiu, ",3.0,2022.0,1.0,,540.0,4.0,187772591,26.0,3.0,39,0.0,0,115.0,G#,Minor,78.0,63.0,64.0,1.0,0.0,7.0,4.0
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3.0,2022.0,3.0,31.0,859.0,0.0,178512385,14.0,0.0,11,0.0,0,82.0,A#,Major,79.0,48.0,84.0,13.0,0.0,21.0,wrong_type
Right On,Lil Baby,1.0,2022.0,4.0,8.0,1116.0,0.0,101780047,31.0,9.0,15,0.0,1,166.0,D,Major,70.0,22.0,61.0,2.0,0.0,10.0,34.0
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",,2022.0,3.0,30.0,273.0,wrong_type,118381354,12.0,2.0,4,0.0,0,92.0,,Major,86.0,,79.0,29.0,0.0,60.0,16.0
That's Hilarious,Charlie Puth,1.0,2022.0,4.0,8.0,686.0,2.0,146363130,11.0,,12,0.0,15,108.0,F#,Major,71.0,55.0,44.0,74.0,0.0,11.0,
Soy El Unico,Yahritza Y Su Esencia,1.0,2022.0,3.0,25.0,226.0,,126443991,5.0,0.0,4,0.0,1,84.0,E,Minor,71.0,wrong_type,45.0,45.0,0.0,11.0,3.0
RUMBATï¿½,Daddy Yankee,1.0,2022.0,3.0,25.0,1264.0,0.0,157990698,20.0,4.0,52,0.0,1,95.0,D#,Minor,69.0,90.0,91.0,6.0,0.0,35.0,4.0
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4.0,2022.0,3.0,17.0,870.0,0.0,176290831,32.0,wrong_type,49,0.0,0,135.0,D#,Minor,,77.0,,25.0,0.0,13.0,27.0
Falling,Harry Styles,1.0,,12.0,13.0,7556.0,0.0,1023187129,124.0,24.0,254,0.0,8,110.0,E,Major,57.0,6.0,wrong_type,wrong_type,0.0,9.0,3.0
Sigue,"Ed Sheeran, J Balvin",2.0,1996.0,11.0,24.0,1370.0,0.0,106933107,46.0,8.0,60,0.0,0,88.0,G,Major,89.0,59.0,64.0,wrong_type,0.0,19.0,7.0
Fim de Semana no Rio,teto,1.0,2022.0,3.0,30.0,315.0,2.0,139193812,,2.0,31,0.0,0,119.0,C#,Minor,87.0,28.0,50.0,12.0,0.0,10.0,10.0
MANIAC,Stray Kids,1.0,2022.0,3.0,18.0,651.0,0.0,212234990,6.0,188.0,20,0.0,0,120.0,C#,Major,58.0,71.0,80.0,15.0,,,41.0
There's Nothing Holdin' Me Back,Shawn Mendes,1.0,2016.0,,23.0,12382.0,0.0,1714490998,229.0,57.0,"1,370",2.0,71,122.0,D,Major,86.0,97.0,80.0,36.0,wrong_type,,6.0
IDGAF (with blackbear),"Blackbear, BoyWithUke",2.0,2022.0,3.0,18.0,625.0,0.0,197643795,10.0,2.0,13,0.0,1,98.0,F,Major,78.0,83.0,75.0,41.0,0.0,27.0,8.0
Golden,Harry Styles,1.0,2019.0,12.0,wrong_type,8429.0,1.0,807015863,85.0,24.0,200,0.0,2,,E,Minor,45.0,25.0,84.0,21.0,0.0,13.0,6.0
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3.0,2013.0,1.0,1.0,52898.0,0.0,933815613,203.0,1.0,"8,215",0.0,0,116.0,F#,Minor,79.0,87.0,81.0,wrong_type,0.0,,4.0
Ain't Shit,Doja Cat,1.0,2021.0,wrong_type,,3436.0,0.0,499710590,32.0,6.0,46,0.0,1,124.0,D#,Major,wrong_type,wrong_type,wrong_type,51.0,0.0,35.0,21.0
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6.0,2022.0,2.0,25.0,918.0,0.0,120847157,34.0,39.0,30,0.0,0,105.0,A,Minor,91.0,73.0,72.0,13.0,0.0,9.0,15.0
Still Life,BIGBANG,wrong_type,2022.0,4.0,5.0,181.0,0.0,53909146,16.0,14.0,7,0.0,0,118.0,G#,Major,68.0,24.0,58.0,44.0,0.0,6.0,wrong_type
Photograph,Ed Sheeran,1.0,2014.0,6.0,20.0,wrong_type,3.0,2236667932,228.0,105.0,"2,453",0.0,84,108.0,E,Major,61.0,wrong_type,,61.0,0.0,10.0,5.0
Love Yourself,Justin Bieber,1.0,2015.0,11.0,9.0,22730.0,5.0,2123309722,289.0,87.0,"2,430",wrong_type,36,100.0,E,Major,61.0,53.0,38.0,84.0,0.0,28.0,
N95,Kendrick Lamar,1.0,2022.0,5.0,13.0,5542.0,0.0,301242089,52.0,16.0,65,0.0,206,140.0,D#,Minor,81.0,39.0,66.0,38.0,0.0,12.0,
About Damn Time,Lizzo,1.0,2022.0,4.0,14.0,9021.0,0.0,723894473,242.0,49.0,272,wrong_type,24,109.0,A#,Minor,84.0,72.0,74.0,10.0,0.0,34.0,7.0
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3.0,,5.0,13.0,4627.0,0.0,237351106,38.0,13.0,32,0.0,0,101.0,C#,Minor,78.0,40.0,74.0,36.0,0.0,17.0,27.0
Despuï¿½ï¿½s de la P,Bad Bunny,1.0,2022.0,5.0,6.0,2229.0,0.0,461558540,27.0,44.0,24,0.0,5,78.0,F,Major,56.0,61.0,90.0,36.0,0.0,18.0,31.0
Un Ratito,Bad Bunny,1.0,2022.0,5.0,6.0,1112.0,6.0,417230415,7.0,30.0,13,1.0,1,93.0,,Minor,79.0,22.0,55.0,31.0,0.0,12.0,5.0
United In Grief,Kendrick Lamar,1.0,2022.0,5.0,13.0,2575.0,wrong_type,156898322,4.0,5.0,12,0.0,51,87.0,G#,Major,52.0,32.0,83.0,24.0,0.0,17.0,43.0
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2.0,2022.0,5.0,13.0,3107.0,0.0,127309180,4.0,0.0,22,0.0,0,,A#,Minor,55.0,50.0,78.0,19.0,0.0,11.0,35.0
Yo No Soy Celoso,Bad Bunny,1.0,2022.0,5.0,6.0,wrong_type,0.0,313113297,7.0,21.0,11,0.0,0,142.0,,Major,87.0,93.0,59.0,28.0,0.0,17.0,5.0
Rich Spirit,Kendrick Lamar,1.0,2022.0,5.0,wrong_type,3486.0,0.0,173702135,20.0,10.0,33,0.0,0,96.0,A#,Minor,85.0,wrong_type,43.0,39.0,0.0,12.0,21.0
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2.0,2022.0,5.0,12.0,,0.0,271666301,42.0,28.0,43,0.0,0,125.0,,Major,50.0,39.0,78.0,4.0,0.0,11.0,33.0
Me Fui de Vacaciones,Bad Bunny,1.0,2022.0,5.0,6.0,1443.0,0.0,305650299,9.0,11.0,22,wrong_type,0,wrong_type,A#,Major,71.0,43.0,65.0,23.0,0.0,9.0,5.0
Silent Hill,"Kendrick Lamar, Kodak Black",2.0,2022.0,5.0,13.0,3028.0,0.0,123216717,22.0,0.0,23,0.0,0,140.0,C#,Minor,92.0,78.0,57.0,46.0,0.0,14.0,9.0
La Corriente,"Tony Dize, Bad Bunny",2.0,2022.0,5.0,6.0,1796.0,8.0,479655659,8.0,25.0,18,,0,196.0,B,Minor,66.0,58.0,79.0,23.0,0.0,22.0,20.0
Count Me Out,Kendrick Lamar,1.0,,5.0,13.0,2729.0,0.0,126191104,3.0,7.0,13,0.0,1,134.0,G,Major,78.0,51.0,43.0,69.0,0.0,14.0,9.0
Andrea,"Buscabulla, Bad Bunny",2.0,2022.0,5.0,6.0,1195.0,,344055883,wrong_type,30.0,13,1.0,1,103.0,C#,Minor,80.0,45.0,62.0,76.0,0.0,10.0,
Dos Mil 16,Bad Bunny,1.0,2022.0,5.0,,892.0,3.0,338422004,10.0,24.0,11,0.0,0,130.0,C#,Major,82.0,50.0,67.0,12.0,,13.0,5.0
We Cry Together,"Kendrick Lamar, Taylour Paige",2.0,2022.0,5.0,13.0,1635.0,0.0,68895644,4.0,1.0,6,0.0,0,108.0,B,Major,65.0,52.0,69.0,31.0,,8.0,36.0
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3.0,2022.0,5.0,13.0,2291.0,0.0,86176890,9.0,0.0,8,0.0,0,123.0,G#,Major,61.0,66.0,71.0,53.0,0.0,,46.0
